CheckTime_Min,Threshold_Pct,MeanReturn,MedianReturn,WinRate,Min,Max,Count
60,-2.0,5.688773008155172,-2.152909309025794,46.15384615384615,-4.0,54.2190715755774,26
60,0.0,5.623024969673696,-0.6649059303842737,38.46153846153847,-4.0,54.2190715755774,26
60,1.0,5.6847520645333205,-0.6649059303842737,46.15384615384615,-4.0,54.2190715755774,26
60,2.0,5.800270857253017,-0.2926197543798358,50.0,-4.0,54.2190715755774,26
60,3.0,4.777207087414296,0.29468053783491993,50.0,-4.0,54.2190715755774,26
60,4.0,4.861373572014778,0.29468053783491993,50.0,-4.0,54.2190715755774,26
60,5.0,5.13338555021852,1.0285928464339307,50.0,-4.0,54.2190715755774,26
60,6.0,5.054592863620611,1.0285928464339307,50.0,-4.0,54.2190715755774,26
60,8.0,5.049805913031411,1.0285928464339307,50.0,-4.0,54.2190715755774,26
60,10.0,4.56501813894888,1.0285928464339307,50.0,-4.0,54.2190715755774,26
90,-2.0,5.688773008155172,-2.152909309025794,46.15384615384615,-4.0,54.2190715755774,26
90,0.0,5.569444831325841,-0.7401786529916721,38.46153846153847,-4.0,54.2190715755774,26
90,1.0,5.631171926185466,-0.7401786529916721,46.15384615384615,-4.0,54.2190715755774,26
90,2.0,5.746690718905163,-0.2569490611688476,50.0,-4.0,54.2190715755774,26
90,3.0,4.899830056304031,0.3303512310459082,50.0,-4.0,54.2190715755774,26
90,4.0,4.922999657786884,0.3303512310459082,50.0,-4.0,54.2190715755774,26
90,5.0,5.105323372446943,0.8109053225923394,50.0,-4.0,54.2190715755774,26
90,6.0,4.993126760687734,0.8109053225923394,50.0,-4.0,54.2190715755774,26
90,8.0,4.988339810098534,0.8109053225923394,50.0,-4.0,54.2190715755774,26
90,10.0,5.121078115296551,0.8109053225923394,50.0,-4.0,54.2190715755774,26
120,-2.0,5.763962778714758,0.0011000616034470556,50.0,-4.0,54.2190715755774,26
120,0.0,5.489845607522832,-0.5619709136841357,38.46153846153847,-4.0,54.2190715755774,26
120,1.0,5.551572702382456,-0.5619709136841357,46.15384615384615,-4.0,54.2190715755774,26
120,2.0,5.667091495102153,-0.23808744823148767,50.0,-4.0,54.2190715755774,26
120,3.0,5.655394356898991,0.3492128439832681,50.0,-4.0,54.2190715755774,26
120,4.0,5.655394356898991,0.3492128439832681,50.0,-4.0,54.2190715755774,26
120,5.0,5.01645513728199,0.8648089859902486,50.0,-4.0,54.2190715755774,26
120,6.0,4.839294393948731,0.8648089859902486,50.0,-4.0,54.2190715755774,26
120,8.0,4.964257211663516,0.8648089859902486,50.0,-4.0,54.2190715755774,26
120,10.0,5.174090501533876,0.8648089859902486,50.0,-4.0,54.2190715755774,26
150,-2.0,5.79727731019611,0.0011000616034470556,50.0,-4.0,54.2190715755774,26
150,0.0,5.448827878721123,-0.849061691311539,38.46153846153847,-4.0,54.2190715755774,26
150,1.0,5.528240579359286,-0.6147912763182315,50.0,-4.0,54.2190715755774,26
150,2.0,5.643759372078983,0.1665746561593245,53.84615384615385,-4.0,54.2190715755774,26
150,3.0,5.537255033044524,0.1665746561593245,53.84615384615385,-4.0,54.2190715755774,26
150,4.0,5.681421442271175,0.7538749483740803,53.84615384615385,-4.0,54.2190715755774,26
150,5.0,5.72670514116933,0.7538749483740803,53.84615384615385,-4.0,54.2190715755774,26
150,6.0,5.674319648713211,0.7538749483740803,53.84615384615385,-4.0,54.2190715755774,26
150,8.0,5.719386285896914,0.7538749483740803,53.84615384615385,-4.0,54.2190715755774,26
150,10.0,5.897405253434244,0.7538749483740803,53.84615384615385,-4.0,54.2190715755774,26
180,-2.0,6.01071945924779,2.3225652781025183,53.84615384615385,-4.0,54.2190715755774,26
180,0.0,5.540757485215242,-0.88824592595865,42.30769230769231,-4.0,54.2190715755774,26
180,1.0,5.585890193833728,0.13027262324547995,53.84615384615385,-4.0,54.2190715755774,26
180,2.0,5.585890193833728,0.13027262324547995,53.84615384615385,-4.0,54.2190715755774,26
180,3.0,5.428336903750319,0.13027262324547995,53.84615384615385,-4.0,54.2190715755774,26
180,4.0,5.572503312976969,0.234293963725025,53.84615384615385,-4.0,54.2190715755774,26
180,5.0,5.572503312976969,0.234293963725025,53.84615384615385,-4.0,54.2190715755774,26
180,6.0,5.506190315629489,0.234293963725025,53.84615384615385,-4.0,54.2190715755774,26
180,8.0,5.607494209532377,0.234293963725025,53.84615384615385,-4.0,54.2190715755774,26
180,10.0,5.696796420531946,0.234293963725025,53.84615384615385,-4.0,54.2190715755774,26
240,-2.0,6.01071945924779,2.3225652781025183,53.84615384615385,-4.0,54.2190715755774,26
240,0.0,6.022957221485554,2.3225652781025183,53.84615384615385,-4.0,54.2190715755774,26
240,1.0,5.727553556955519,0.42857007007559633,53.84615384615385,-4.0,54.2190715755774,26
240,2.0,5.651877570532822,0.42857007007559633,53.84615384615385,-4.0,54.2190715755774,26
240,3.0,5.494324280449411,0.42857007007559633,53.84615384615385,-4.0,54.2190715755774,26
240,4.0,5.600666380146232,0.7484036975592333,53.84615384615385,-4.0,54.2190715755774,26
240,5.0,5.600666380146232,0.7484036975592333,53.84615384615385,-4.0,54.2190715755774,26
240,6.0,5.534353382798751,0.7484036975592333,53.84615384615385,-4.0,54.2190715755774,26
240,8.0,5.63565727670164,0.7484036975592333,53.84615384615385,-4.0,54.2190715755774,26
240,10.0,5.72034040782192,0.7484036975592333,53.84615384615385,-4.0,54.2190715755774,26
300,-2.0,6.404076102604435,2.743075915607479,57.692307692307686,-4.0,54.2190715755774,26
300,0.0,6.404076102604435,2.743075915607479,57.692307692307686,-4.0,54.2190715755774,26
300,1.0,6.404076102604435,2.743075915607479,57.692307692307686,-4.0,54.2190715755774,26
300,2.0,6.275030368609305,1.6388931529019892,57.692307692307686,-4.0,54.2190715755774,26
300,3.0,6.0737476707776255,2.291963730353869,57.692307692307686,-4.0,54.2190715755774,26
300,4.0,6.110543187706323,2.317031922462359,57.692307692307686,-4.0,54.2190715755774,26
300,5.0,6.144036133849873,2.317031922462359,57.692307692307686,-4.0,54.2190715755774,26
300,6.0,6.108590194477884,2.317031922462359,57.692307692307686,-4.0,54.2190715755774,26
300,8.0,6.033145223116179,2.317031922462359,57.692307692307686,-4.0,54.2190715755774,26
300,10.0,6.033145223116179,2.317031922462359,57.692307692307686,-4.0,54.2190715755774,26
